E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_35_627.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_35_627.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_35_627.jpg,0,1,0,20.46894
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_35_693.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_35_693.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_35_693.jpg,0,1,0,21.06776
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_35_762.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_35_762.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_35_762.jpg,-0.15,1,0,21.858
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_35_831.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_35_831.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_35_831.jpg,-0.3,1,0,22.41971
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_35_900.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_35_900.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_35_900.jpg,-0.5000001,1,0,23.09401
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_35_967.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_35_967.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_35_967.jpg,-0.6500001,1,0,23.54738
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_034.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_034.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_034.jpg,-0.8000001,1,0,23.95501
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_101.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_101.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_101.jpg,0,1,0,24.63952
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_168.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_168.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_168.jpg,0,1,0,25.1981
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_236.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_236.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_236.jpg,0,1,0,25.76654
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_303.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_303.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_303.jpg,0,1,0,26.52146
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_373.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_373.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_373.jpg,0,1,0,27.08609
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_444.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_444.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_444.jpg,-0.05,1,0,27.83399
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_514.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_514.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_514.jpg,-0.2,1,0,28.37615
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_583.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_583.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_583.jpg,-0.4,1,0,29.02941
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_651.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_651.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_651.jpg,-0.5500001,1,0,29.45721
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_730.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_730.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_730.jpg,-0.7500002,1,0,29.93938
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_800.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_800.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_800.jpg,-0.9500002,1,0,30.09808
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_868.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_868.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_868.jpg,0,1,0,30.17085
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_36_936.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_36_936.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_36_936.jpg,0,1,0,30.18173
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_37_003.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_37_003.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_37_003.jpg,0,1,0,30.18898
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_37_071.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_37_071.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_37_071.jpg,0,1,0,30.1904
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_37_141.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_37_141.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_37_141.jpg,-0.2,1,0,30.18367
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_37_208.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_37_208.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_37_208.jpg,-0.35,1,0,30.16748
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_37_275.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_37_275.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_37_275.jpg,0,1,0,30.18892
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_37_345.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_37_345.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_37_345.jpg,0,1,0,30.18905
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_37_412.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_37_412.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_37_412.jpg,0,1,0,30.19042
E:\programacion\Curso conduccion\imgCond\IMG\center_2020_08_03_12_17_37_482.jpg,E:\programacion\Curso conduccion\imgCond\IMG\left_2020_08_03_12_17_37_482.jpg,E:\programacion\Curso conduccion\imgCond\IMG\right_2020_08_03_12_17_37_482.jpg,0,1,0,30.1902
